Rank,Block_name,Suspiciousness Value(Dstar4)
1,test_math.cpp_get_rng_140,1
1,test_math.cpp_get_test_array_types_and_sizes_60,1
1,test_io.cpp_releaseAndGetString_588,1
1,test_io.cpp_ASSERT_STREQ_588,1
1,test_io.cpp_EXPECT_NO_THROW_586,1
1,test_io.cpp_EXPECT_NO_THROW_585,1
1,test_io.cpp_EXPECT_NO_THROW_584,1
1,persistence.cpp_CV_Error__6971,1
1,persistence.cpp_cv_isalpha_6969,1
1,test_math.cpp_ipow_243,1
1,test_math.cpp_abs_221,1
1,test_math.cpp_cvRound_221,1
1,test_math.cpp_channels_220,1
1,test_math.cpp_depth_219,1
1,test_math.cpp_cvPow_172,1
1,test_math.cpp_depth_158,1
1,test_math.cpp_fabs_158,1
1,test_math.cpp_cvRound_148,1
1,test_math.cpp_randInt_68,1
1,test_math.cpp_get_rng_101,1
1,test_math.cpp_randInt_102,1
1,test_math.cpp_randInt_103,1
1,test_math.cpp_randInt_140,1
1,test_math.cpp_cvRound_132,1
1,test_math.cpp_depth_130,1
1,test_math.cpp_randInt_124,1
1,test_math.cpp_randInt_110,1
1,test_math.cpp_get_test_array_types_and_sizes_105,1
1,test_io.cpp_c_str_588,1
1,test_math.cpp_CV_MAKETYPE_58,1
1,test_math.cpp_push_back_40,1
1,mathfuncs.cpp_max_1029,1
1,mathfuncs.cpp_cv_abs_1034,1
1,mathfuncs.cpp_:_1034,1
1,mathfuncs.cpp_cvarrToMat_1698,1
1,mathfuncs.cpp_CV_Assert_1699,1
1,mathfuncs.cpp_pow_1700,1
1,test_math.cpp_push_back_38,1
1,test_math.cpp_push_back_39,1
1,test_math.cpp_randInt_108,1
1,test_math.cpp_get_rng_56,1
1,test_math.cpp_randInt_58,1
1,test_math.cpp_randInt_57,1
18,system.cpp_checkFeatures_532,0,0392156862745098
18,system.cpp___cpuidex_377,0,0392156862745098
18,softfloat.cpp_softfloat_roundPackToF64_1629,0,0392156862745098
18,system.cpp___cpuid_331,0,0392156862745098
18,softfloat.cpp_fracF32UI_2223,0,0392156862745098
18,softfloat.cpp_expF32UI_2224,0,0392156862745098
18,softfloat.cpp_fracF32UI_2225,0,0392156862745098
18,softfloat.cpp_packToF32UI_2245,0,0392156862745098
18,softfloat.cpp_signF32UI_2252,0,0392156862745098
18,softfloat.cpp_softfloat_shiftRightJam32_2263,0,0392156862745098
18,softfloat.cpp_softfloat_roundPackToF32_2280,0,0392156862745098
18,softfloat.cpp_fromRaw_2286,0,0392156862745098
18,softfloat.cpp_packToF32UI_3020,0,0392156862745098
18,softfloat.cpp_fromRaw_3022,0,0392156862745098
18,softfloat.cpp_packToF64UI_3090,0,0392156862745098
18,softfloat.cpp_fromRaw_3092,0,0392156862745098
18,stl.cpp_alignSize_49,0,0392156862745098
18,stl.cpp_fastMalloc_50,0,0392156862745098
18,stl.cpp_CV_XADD_65,0,0392156862745098
18,system.cpp_getenv_317,0,0392156862745098
18,system.cpp_initializeNames_324,0,0392156862745098
18,system.cpp_reserve_1338,0,0392156862745098
18,system.cpp_guard_1379,0,0392156862745098
18,system.cpp_CV_Assert_1380,0,0392156862745098
18,system.cpp_push_back_1393,0,0392156862745098
18,system.cpp_getTlsStorage_1508,0,0392156862745098
18,system.cpp_gather_1508,0,0392156862745098
18,system.cpp_reserve_1514,0,0392156862745098
18,system.cpp_getTlsStorage_1515,0,0392156862745098
18,system.cpp_releaseSlot_1515,0,0392156862745098
18,system.cpp_CV_Assert_1532,0,0392156862745098
18,system.cpp_getTlsStorage_1533,0,0392156862745098
18,system.cpp_getData_1533,0,0392156862745098
18,system.cpp_createDataInstance_1537,0,0392156862745098
18,system.cpp_getTlsStorage_1538,0,0392156862745098
18,system.cpp_setData_1538,0,0392156862745098
18,system.cpp_CV_SINGLETON_LAZY_INIT_REF_1545,0,0392156862745098
18,system.cpp_CV_SINGLETON_LAZY_INIT_REF_1593,0,0392156862745098
18,system.cpp_getThreadID_1597,0,0392156862745098
18,system.cpp_getThreadIDTLS_1597,0,0392156862745098
18,system.cpp_get_1597,0,0392156862745098
18,system.cpp_getenv_1604,0,0392156862745098
18,system.cpp_CV_Assert_1503,0,0392156862745098
18,system.cpp_reserveSlot_1498,0,0392156862745098
18,system.cpp_getTlsStorage_1498,0,0392156862745098
18,system.cpp_CV_Assert_1440,0,0392156862745098
18,system.cpp_guard_1400,0,0392156862745098
18,system.cpp_CV_Assert_1401,0,0392156862745098
18,system.cpp_CV_Assert_1402,0,0392156862745098
18,system.cpp_CV_Assert_1425,0,0392156862745098
18,system.cpp_GetData_1428,0,0392156862745098
18,system.cpp_guard_1438,0,0392156862745098
18,system.cpp_CV_Assert_1439,0,0392156862745098
18,system.cpp_CV_Assert_1457,0,0392156862745098
18,system.cpp_TlsStorage_1493,0,0392156862745098
18,system.cpp_GetData_1460,0,0392156862745098
18,system.cpp_SetData_1464,0,0392156862745098
18,system.cpp_guard_1466,0,0392156862745098
18,system.cpp_push_back_1468,0,0392156862745098
18,system.cpp_guard_1474,0,0392156862745098
18,system.cpp_resize_1475,0,0392156862745098
18,system.cpp_CV_SINGLETON_LAZY_INIT_REF_1493,0,0392156862745098
18,softfloat.cpp_expF32UI_2222,0,0392156862745098
18,system.cpp_getenv_581,0,0392156862745098
18,softfloat.cpp_UINT64_C_1625,0,0392156862745098
18,persistence.cpp_seq_tree_type_6529,0,0392156862745098
18,opencl_core.cpp_LoadLibraryA_134,0,0392156862745098
18,opencl_core.cpp_GetProcAddress_140,0,0392156862745098
18,opencl_core.cpp_GetProcAddress_152,0,0392156862745098
18,opencl_core.cpp_CV_CL_GET_PROC_ADDRESS_321,0,0392156862745098
18,parallel.cpp_currentParallelFramework_704,0,0392156862745098
18,softfloat.cpp_softfloat_mul64To128_1622,0,0392156862745098
18,persistence.cpp_cvRegisterType_6514,0,0392156862745098
18,persistence.cpp_cvUnregisterType_6521,0,0392156862745098
18,persistence.cpp_seq_type_6525,0,0392156862745098
18,persistence.cpp_seq_graph_type_6532,0,0392156862745098
18,softfloat.cpp_softfloat_227,0,0392156862745098
18,persistence.cpp_sparse_mat_type_6535,0,0392156862745098
18,persistence.cpp_image_type_6539,0,0392156862745098
18,persistence.cpp_mat_type_6542,0,0392156862745098
18,persistence.cpp_matnd_type_6545,0,0392156862745098
18,persistence.cpp_strlen_6571,0,0392156862745098
18,persistence.cpp_cv_isalnum_6576,0,0392156862745098
18,persistence.cpp_cvAlloc_6581,0,0392156862745098
18,persistence.cpp_memcpy_6585,0,0392156862745098
18,persistence.cpp_cvFindType_6603,0,0392156862745098
18,opencl_core.cpp_getRuntimePath_132,0,0392156862745098
18,opencl_core.cpp_GetModuleHandleA_128,0,0392156862745098
18,opencl_core.cpp_getInitializationMutex_125,0,0392156862745098
18,opencl_core.cpp_lock_125,0,0392156862745098
18,ocl.cpp_CV_OCL_DBG_CHECK_5819,0,0392156862745098
18,ocl.cpp_clGetDeviceIDs_5819,0,0392156862745098
18,ocl.cpp_resize_5827,0,0392156862745098
18,ocl.cpp_CV_OCL_DBG_CHECK_5828,0,0392156862745098
18,ocl.cpp_clGetDeviceIDs_5828,0,0392156862745098
18,ocl.cpp_clGetPlatformInfo_5844,0,0392156862745098
18,ocl.cpp_release_5866,0,0392156862745098
18,ocl.cpp_CV_Assert_5896,0,0392156862745098
18,ocl.cpp_set_5898,0,0392156862745098
18,ocl.cpp_getStrProp_5903,0,0392156862745098
18,ocl.cpp_String_5903,0,0392156862745098
18,ocl.cpp_CV_OCL_DBG_CHECK_5919,0,0392156862745098
18,ocl.cpp_clGetPlatformIDs_5919,0,0392156862745098
18,ocl.cpp_resize_5927,0,0392156862745098
18,ocl.cpp_CV_OCL_DBG_CHECK_5928,0,0392156862745098
18,ocl.cpp_clGetPlatformIDs_5928,0,0392156862745098
18,ocl.cpp_getPlatforms_5934,0,0392156862745098
18,ocl.cpp_push_back_5937,0,0392156862745098
18,ocl.cpp_PlatformInfo_5937,0,0392156862745098
18,persistence.cpp_cvFree_6619,0,0392156862745098
18,test_arithm.cpp_OCL_INSTANTIATE_TEST_CASE_P_1899,0,0392156862745098
18,softfloat.cpp_i32_to_f32_227,0,0392156862745098
18,softfloat.cpp_fracF64UI_1585,0,0392156862745098
18,softfloat.cpp_softfloat_roundPackToF32_785,0,0392156862745098
18,softfloat.cpp_fracF64UI_1401,0,0392156862745098
18,softfloat.cpp_expF64UI_1404,0,0392156862745098
18,softfloat.cpp_fracF64UI_1405,0,0392156862745098
18,softfloat.cpp_UINT64_C_1442,0,0392156862745098
18,softfloat.cpp_UINT64_C_1443,0,0392156862745098
18,softfloat.cpp_softfloat_approxRecip32_1_1451,0,0392156862745098
18,softfloat.cpp_expF32UI_737,0,0392156862745098
18,softfloat.cpp_softfloat_roundPackToF64_1474,0,0392156862745098
18,softfloat.cpp_UINT64_C_1468,0,0392156862745098
18,softfloat.cpp_expF64UI_1588,0,0392156862745098
18,softfloat.cpp_fracF64UI_1589,0,0392156862745098
18,softfloat.cpp_f64_div_271,0,0392156862745098
18,softfloat.cpp_i32_to_f64_247,0,0392156862745098
18,softfloat.cpp_UINT64_C_1620,0,0392156862745098
18,softfloat.cpp_softdouble_247,0,0392156862745098
18,softfloat.cpp_f32_div_235,0,0392156862745098
18,softfloat.cpp_f32_sub_233,0,0392156862745098
18,softfloat.cpp_UINT64_C_1621,0,0392156862745098
18,softfloat.cpp_fracF32UI_738,0,0392156862745098
19,array.cpp_CV_IS_MAT_HDR_Z_796,0,0384615384615385
19,array.cpp_cvFree_202,0,0384615384615385
19,array.cpp_cvDecRefData_201,0,0384615384615385
19,array.cpp_CV_IS_MATND_HDR_196,0,0384615384615385
19,array.cpp_CV_IS_MAT_HDR_Z_196,0,0384615384615385
19,core_c.h_CV_IS_MAT_300,0,0384615384615385
19,matrix.cpp_cvMatToMat_954,0,0384615384615385
19,core_c.h_cvFree_313,0,0384615384615385
19,array.cpp_cvAlignPtr_881,0,0384615384615385
19,persistence.cpp_cvAlloc_4317,0,0384615384615385
19,persistence.cpp_cvCreateSeq_4312,0,0384615384615385
19,system.cpp_getTickCount_1004,0,0384615384615385
19,persistence.cpp_open_6879,0,0384615384615385
19,persistence.cpp_icvFSFlush_678,0,0384615384615385
19,matrix.cpp_CV_ELEM_SIZE_673,0,0384615384615385
20,matrix.cpp_CV_IS_MAT_HDR_Z_953,0,037037037037037
21,system.cpp_QueryPerformanceFrequency_705,0,03125
22,persistence.cpp_cvGetErrStatus_4543,0,0303030303030303
22,array.cpp_cvReleaseFileStorage_3215,0,0303030303030303
22,persistence.cpp_isOpened_6906,0,0303030303030303
23,persistence.cpp_CV_Assert_4208,0,0294117647058824
23,persistence.cpp_icvClose_707,0,0294117647058824
23,persistence.cpp_cvReleaseMemStorage_709,0,0294117647058824
23,persistence.cpp_icvCloseFile_685,0,0294117647058824
23,persistence.cpp_cvFree_710,0,0294117647058824
23,persistence.cpp_release_6903,0,0294117647058824
23,persistence.cpp_reset_6904,0,0294117647058824
23,persistence.cpp_cvReleaseMemStorage_711,0,0294117647058824
23,persistence.cpp_cvCreateMemStorage_4211,0,0294117647058824
23,persistence.cpp_memset_4209,0,0294117647058824
23,persistence.cpp_analyze_file_name_4187,0,0294117647058824
23,persistence.cpp_cvAlloc_4207,0,0294117647058824
23,persistence.cpp_strlen_4202,0,0294117647058824
23,persistence.cpp_memset_718,0,0294117647058824
23,persistence.cpp_cvFree_719,0,0294117647058824
23,persistence.cpp_cvOpenFileStorage_6904,0,0294117647058824
23,persistence.cpp_CV_INSTRUMENT_REGION_6901,0,0294117647058824
23,persistence.cpp_c_str_6904,0,0294117647058824
23,persistence.cpp_release_6918,0,0294117647058824
23,persistence.cpp_clear_6919,0,0294117647058824
24,ptr.inl.hpp_swap_186,0,0263157894736842
25,datastructs.cpp_cvAlignLeft_419,0,025
25,datastructs.cpp_ICV_FREE_PTR_343,0,025
25,datastructs.cpp_icvGoNextMemBlock_340,0,025
25,datastructs.cpp_cvSetSeqBlockSize_400,0,025
25,datastructs.cpp_icvInitMemStorage_111,0,025
25,datastructs.cpp_cvAlignLeft_336,0,025
25,datastructs.cpp_cvAlignLeft_345,0,025
25,datastructs.cpp_cvMemStorageAlloc_382,0,025
25,datastructs.cpp_CV_MAT_TYPE_388,0,025
25,datastructs.cpp_CV_ELEM_SIZE_389,0,025
25,datastructs.cpp_cvAlign_97,0,025
25,datastructs.cpp_cvAlloc_226,0,025
25,datastructs.cpp_cvFree_190,0,025
25,datastructs.cpp_icvDestroyMemStorage_189,0,025
25,datastructs.cpp_cvFree_169,0,025
25,datastructs.cpp_memset_383,0,025
25,datastructs.cpp_memset_100,0,025
25,datastructs.cpp_cvAlloc_110,0,025
26,matrix.cpp_fixedSize_2494,0,0212765957446809
26,matrix.cpp_fixedType_2487,0,0212765957446809
26,matrix.cpp_create_2500,0,0212765957446809
27,matrix.cpp_kind_2467,0,015625
27,matrix.cpp_CV_MAT_TYPE_2468,0,015625
27,matrix.cpp_CV_Assert_2472,0,015625
28,matrix.cpp_CV_Assert_4886,0,0147058823529412
28,matrix.cpp_init_4792,0,0147058823529412
28,matrix.cpp_Mat_4895,0,0147058823529412
29,mat.inl.hpp_release_690,0,0136986301369863
30,matrix.cpp_CV_Assert_4845,0,0120481927710843
31,mat.inl.hpp_CV_ELEM_SIZE_502,0,0106382978723404
31,mat.inl.hpp_CV_ELEM_SIZE1_502,0,0106382978723404
32,mat.inl.hpp_CV_Assert_500,0,0105263157894737
32,mat.inl.hpp_total_500,0,0105263157894737
33,ocl.cpp_useOpenCL_898,0,0101010101010101
34,matrix.cpp_CV_Assert_4818,0,0099009900990099
35,matrix.cpp_init_4798,0,00943396226415094
36,mat.inl.hpp_release_1365,0,00925925925925926
37,matrix.cpp_kind_1960,0,00854700854700855
38,matrix.cpp_isContinuous_4847,0,0078125
39,matrix.cpp_CV_Assert_4803,0,00775193798449612
39,matrix.cpp_CV_Assert_4825,0,00775193798449612
40,matrix.cpp_CV_MAT_TYPE_391,0,00746268656716418
40,matrix.cpp_CV_Assert_390,0,00746268656716418
41,mat.inl.hpp_kind_147,0,00735294117647059
42,intrin_sse.hpp__mm_srli_si128_1669,0
42,test_intrin_utils.hpp_EXPECT_NE_197,0
42,test_intrin_utils.hpp_EXPECT_EQ_196,0
42,test_intrin_utils.hpp_EXPECT_NE_195,0
42,test_intrin_utils.hpp_EXPECT_EQ_194,0
42,intrin_sse.hpp__mm_slli_si128_1669,0
42,intrin_sse.hpp__mm_unpacklo_epi64_1666,0
42,intrin_sse.hpp__mm_or_si128_1669,0
42,test_intrin_utils.hpp_v_load_aligned_202,0
42,intrin_sse.hpp__mm_unpackhi_epi64_1665,0
42,intrin_sse.hpp__mm_unpackhi_epi32_1662,0
42,intrin_sse.hpp__mm_srli_epi64_1662,0
42,intrin_sse.hpp__mm_unpacklo_epi32_1661,0
42,matrix.cpp_cvInitMatNDHeader_5956,0
42,test_intrin_utils.hpp_v_load_201,0
42,copy.cpp_memcpy_1272,0
42,test_intrin_utils.hpp_EXPECT_EQ_204,0
42,test_intrin_utils.hpp_v_load_low_209,0
42,test_intrin_utils.hpp_get0_218,0
42,test_intrin_utils.hpp_EXPECT_EQ_218,0
42,test_intrin_utils.hpp_v_load_low_217,0
42,test_intrin_utils.hpp_v_store_211,0
42,test_intrin_utils.hpp_get0_210,0
42,test_intrin_utils.hpp_EXPECT_EQ_210,0
42,test_intrin_utils.hpp_get0_207,0
42,matrix.cpp_begin_5977,0
42,test_intrin_utils.hpp_EXPECT_EQ_207,0
42,test_intrin_utils.hpp_get0_206,0
42,test_intrin_utils.hpp_EXPECT_EQ_206,0
42,test_intrin_utils.hpp_get0_205,0
42,test_intrin_utils.hpp_EXPECT_EQ_205,0
42,test_intrin_utils.hpp_get0_204,0
42,matrix.cpp_cvCreateSparseMat_5975,0
42,matrix.cpp_elemSize_5978,0
42,matrix.cpp_nzcount_5978,0
42,test_intrin_utils.hpp_v_store_228,0
42,persistence.cpp_fputs_399,0
42,matrix.cpp_CV_NODE_VAL_6001,0
42,matrix.cpp_copyElem_6001,0
42,matrix.cpp_hash_6000,0
42,matrix.cpp_newNode_6000,0
42,matrix.cpp_CV_NODE_IDX_5999,0
42,matrix.cpp_cvGetNextSparseNode_5997,0
42,matrix.cpp_elemSize_5995,0
42,matrix.cpp_cvInitSparseMatIterator_5994,0
42,matrix.cpp_create_5991,0
42,test_hal_core.cpp_norm_114,0
42,test_hal_core.cpp_getTickFrequency_116,0
42,test_hal_core.cpp_printf_117,0
42,intrin_sse.hpp__mm_unpacklo_epi8_1636,0
42,intrin_sse.hpp__mm_unpacklo_epi8_1638,0
42,intrin_sse.hpp__mm_unpacklo_epi16_1641,0
42,intrin_sse.hpp__mm_unpackhi_epi16_1642,0
42,intrin_sse.hpp__mm_unpacklo_epi16_1643,0
42,intrin_sse.hpp__mm_unpacklo_epi32_1646,0
42,intrin_sse.hpp__mm_unpackhi_epi32_1647,0
42,intrin_sse.hpp__mm_unpackhi_epi64_1652,0
42,intrin_sse.hpp__mm_unpackhi_epi64_1654,0
42,intrin_sse.hpp__mm_slli_si128_1656,0
42,intrin_sse.hpp__mm_slli_epi64_1659,0
42,intrin_sse.hpp__mm_unpacklo_epi32_1659,0
42,intrin_sse.hpp__mm_slli_epi64_1661,0
42,matrix.cpp_copyElem_5984,0
42,matrix.cpp_cvPtrND_5983,0
42,matrix.cpp_node_5982,0
42,test_intrin_utils.hpp_v_store_219,0
42,test_intrin_utils.hpp_v_store_aligned_229,0
42,persistence.cpp_strcmp_507,0
42,matrix.cpp_max_5600,0
42,test_intrin_utils.hpp_v_reinterpret_as_s32_261,0
42,test_intrin_utils.hpp_clear_261,0
42,test_intrin_utils.hpp_v_store_261,0
42,test_intrin_utils.hpp_EXPECT_EQ_261,0
42,test_intrin_utils.hpp_v_reinterpret_as_u64_262,0
42,matrix.cpp_memset_5667,0
42,matrix.cpp_elemSize_5660,0
42,matrix.cpp_max_5644,0
42,matrix.cpp_resize_5642,0
42,matrix.cpp_max_5640,0
42,mathfuncs.cpp_isUMat_670,0
42,matrix.cpp_max_5633,0
42,matrix.cpp_resizeHashTab_5633,0
42,matrix.cpp__newh_5605,0
42,matrix.cpp_newNode_5530,0
42,test_intrin_utils.hpp_v_store_260,0
42,matrix.cpp_hash_5513,0
42,matrix.cpp_CV_Assert_5511,0
42,matrix.cpp_Hdr_5314,0
42,matrix.cpp_release_5312,0
42,matrix.cpp_CV_MAT_TYPE_5292,0
42,matrix.cpp_CV_Assert_5291,0
42,test_intrin_utils.hpp_clear_262,0
42,matrix.cpp_CV_Assert_5289,0
42,test_intrin_utils.hpp_v_store_262,0
42,test_intrin_utils.hpp_EXPECT_EQ_262,0
42,test_intrin_utils.hpp_v_reinterpret_as_s64_263,0
42,test_intrin_utils.hpp_clear_263,0
42,test_intrin_utils.hpp_v_store_263,0
42,test_intrin_utils.hpp_EXPECT_EQ_263,0
42,test_intrin_utils.hpp_EXPECT_EQ_260,0
42,test_intrin_utils.hpp_clear_260,0
42,test_intrin_utils.hpp_EXPECT_EQ_230,0
42,test_intrin_utils.hpp_v_reinterpret_as_u8_256,0
42,test_intrin_utils.hpp_EXPECT_EQ_231,0
42,test_intrin_utils.hpp_res_234,0
42,test_intrin_utils.hpp_v_store_high_236,0
42,test_intrin_utils.hpp_mid_236,0
42,test_intrin_utils.hpp_v_store_low_237,0
42,test_intrin_utils.hpp_EXPECT_EQ_238,0
42,test_intrin_utils.hpp_v_load_halves_242,0
42,test_intrin_utils.hpp_mid_242,0
42,test_intrin_utils.hpp_v_store_243,0
42,test_intrin_utils.hpp_EXPECT_EQ_244,0
42,test_intrin_utils.hpp_zero_247,0
42,test_intrin_utils.hpp_all_248,0
42,test_intrin_utils.hpp_EXPECT_EQ_251,0
42,test_intrin_utils.hpp_EXPECT_EQ_252,0
42,test_intrin_utils.hpp_clear_256,0
42,test_intrin_utils.hpp_v_reinterpret_as_u32_260,0
42,test_intrin_utils.hpp_v_store_256,0
42,test_intrin_utils.hpp_EXPECT_EQ_256,0
42,test_intrin_utils.hpp_v_reinterpret_as_s8_257,0
42,test_intrin_utils.hpp_clear_257,0
42,test_intrin_utils.hpp_v_store_257,0
42,test_intrin_utils.hpp_EXPECT_EQ_257,0
42,test_intrin_utils.hpp_v_reinterpret_as_u16_258,0
42,test_intrin_utils.hpp_clear_258,0
42,test_intrin_utils.hpp_v_store_258,0
42,test_intrin_utils.hpp_EXPECT_EQ_258,0
42,test_intrin_utils.hpp_v_reinterpret_as_s16_259,0
42,test_intrin_utils.hpp_clear_259,0
42,test_intrin_utils.hpp_v_store_259,0
42,test_intrin_utils.hpp_EXPECT_EQ_259,0
42,persistence.cpp_fgets_429,0
42,persistence.cpp_cvCreateMap_561,0
42,persistence.cpp_CV_NODE_IS_MAP_553,0
42,mathfuncs_core.simd.hpp_CV_INSTRUMENT_REGION_295,0
42,mathfuncs_core.dispatch.cpp_CV_INSTRUMENT_REGION_114,0
42,mathfuncs_core.dispatch.cpp_CV_IPP_RUN_FAST_117,0
42,mathfuncs_core.dispatch.cpp_CV_INSTRUMENT_FUN_IPP_117,0
42,mathfuncs_core.dispatch.cpp_CV_INSTRUMENT_REGION_125,0
42,mathfuncs_core.dispatch.cpp_CV_IPP_RUN_FAST_128,0
42,mathfuncs_core.dispatch.cpp_CV_INSTRUMENT_FUN_IPP_128,0
42,mathfuncs_core.dispatch.cpp_CV_INSTRUMENT_REGION_136,0
42,mathfuncs_core.dispatch.cpp_CV_IPP_RUN_FAST_139,0
42,mathfuncs_core.dispatch.cpp_CV_INSTRUMENT_FUN_IPP_139,0
42,mathfuncs_core.dispatch.cpp_CV_INSTRUMENT_REGION_147,0
42,mathfuncs_core.dispatch.cpp_CV_IPP_RUN_FAST_150,0
42,persistence.cpp_cv_isprint_1500,0
42,persistence.cpp_memset_1468,0
42,mathfuncs_core.dispatch.cpp_CV_INSTRUMENT_FUN_IPP_150,0
42,mathfuncs_core.simd.hpp_v_sqrt_303,0
42,mathfuncs_core.dispatch.cpp_CV_INSTRUMENT_REGION_104,0
42,mathfuncs_core.simd.hpp_v_store_305,0
42,mathfuncs_core.simd.hpp_sqrt_310,0
42,mathfuncs_core.simd.hpp_CV_INSTRUMENT_REGION_316,0
42,mathfuncs_core.simd.hpp_v_sqrt_324,0
42,mathfuncs_core.simd.hpp_v_store_326,0
42,matrix.cpp_CV_MAT_DEPTH_2040,0
42,matrix.cpp_CV_MAT_CN_2045,0
42,stat.cpp_max_2863,0
42,stat.cpp_empty_3425,0
42,stat.cpp_channels_3459,0
42,stat.cpp_depth_3460,0
42,stat.cpp_CV_INSTRUMENT_FUN_IPP_3491,0
42,stat.cpp_norm_3649,0
42,stat.cpp_getMat_3652,0
42,mathfuncs_core.dispatch.cpp_CV_CPU_DISPATCH_108,0
42,mathfuncs_core.dispatch.cpp_CV_CPU_DISPATCH_97,0
42,stat.cpp_channels_3653,0
42,mathfuncs.cpp_log32f_718,0
42,mathfuncs.cpp_getMat_673,0
42,mathfuncs.cpp_create_674,0
42,mathfuncs.cpp_getMat_675,0
42,mathfuncs.cpp_exp32f_685,0
42,mathfuncs.cpp_exp64f_687,0
42,mathfuncs.cpp_CV_INSTRUMENT_REGION_698,0
42,mathfuncs.cpp_depth_700,0
42,mathfuncs.cpp_channels_700,0
42,mathfuncs.cpp_CV_OCL_RUN_703,0
42,mathfuncs.cpp_isUMat_703,0
42,mathfuncs.cpp_dims_703,0
42,mathfuncs.cpp_getMat_706,0
42,mathfuncs.cpp_create_707,0
42,mathfuncs.cpp_getMat_708,0
42,mathfuncs.cpp_log64f_720,0
42,mathfuncs_core.dispatch.cpp_CV_INSTRUMENT_REGION_93,0
42,persistence.cpp_cv_isprint_1628,0
42,persistence.cpp_cv_isalnum_1628,0
42,persistence.cpp_strtol_1595,0
42,persistence.cpp_icv_strtod_1585,0
42,persistence.cpp_cv_isdigit_1580,0
42,persistence.cpp_cv_isdigit_1574,0
42,persistence.cpp_CV_NODE_IS_USER_1556,0
42,persistence.cpp_icvYMLSkipSpaces_1552,0
42,persistence.cpp_cvFindType_1546,0
42,persistence.cpp_CV_NODE_IS_USER_1544,0
42,persistence.cpp_CV_NODE_IS_USER_1523,0
42,persistence.cpp_CV_NODE_IS_USER_1518,0
42,persistence.cpp_CV_NODE_IS_USER_1507,0
42,mathfuncs.cpp_func_1262,0
42,stat.cpp_depth_3653,0
42,stat.cpp_isContinuous_3660,0
42,test_intrin_utils.hpp_clear_264,0
42,persistence.cpp_cvRound_979,0
42,test_hal_core.cpp_getTickCount_93,0
42,test_hal_core.cpp_min_94,0
42,test_hal_core.cpp_getTickCount_96,0
42,test_hal_core.cpp_log_103,0
42,test_hal_core.cpp_pow_106,0
42,test_hal_core.cpp_getTickCount_111,0
42,test_hal_core.cpp_min_112,0
42,test_hal_core.cpp_EXPECT_LE_114,0
42,persistence.cpp_cv_isdigit_1028,0
42,persistence.cpp_sprintf_1025,0
42,persistence.cpp_sprintf_1020,0
42,persistence.cpp_cvRound_1018,0
42,persistence.cpp_cv_isdigit_989,0
42,persistence.cpp_sprintf_986,0
42,persistence.cpp_CV_NODE_IS_MAP_887,0
42,test_hal_core.cpp_sqrt32f_86,0
42,persistence.cpp_cvGetSeqElem_885,0
42,persistence.cpp_CV_CHECK_FILE_STORAGE_861,0
42,persistence.cpp_cvSetNew_837,0
42,persistence.cpp_CV_NODE_IS_MAP_808,0
42,persistence.cpp_CV_CHECK_FILE_STORAGE_786,0
42,persistence.cpp_cvMemStorageAllocString_766,0
42,persistence.cpp_cvSetNew_764,0
42,persistence.cpp_icvPuts_682,0
42,persistence.cpp_icvPuts_680,0
42,persistence.cpp_memset_650,0
42,persistence.cpp_cvSetSeqBlockSize_577,0
42,persistence.cpp_cvSeqPush_571,0
42,persistence.cpp_CV_NODE_TYPE_570,0
42,persistence.cpp_cvCreateSeq_567,0
42,test_hal_core.cpp_sqrt64f_88,0
42,persistence.cpp_strtod_1077,0
42,stat.cpp_empty_3660,0
42,test_hal_core.cpp_getTickCount_69,0
42,stat.cpp_total_3662,0
42,stat.cpp_channels_3662,0
42,stat.cpp_depth_3665,0
42,stat.cpp_CV_Assert_3698,0
42,stat.cpp_empty_3698,0
42,stat.cpp_getNormDiffFunc_3725,0
42,stat.cpp_CV_Assert_3726,0
42,persistence.cpp_CV_NODE_IS_FLOW_1463,0
42,stat.cpp_min_3759,0
42,stat.cpp_func_3760,0
42,test_hal_core.cpp_src_62,0
42,test_hal_core.cpp_dst_62,0
42,test_hal_core.cpp_dst0_62,0
42,test_hal_core.cpp_randu_63,0
42,test_hal_core.cpp_exp32f_74,0
42,persistence.cpp_cv_isalpha_1090,0
42,test_hal_core.cpp_exp64f_76,0
42,test_hal_core.cpp_log32f_80,0
42,test_hal_core.cpp_log64f_82,0
42,persistence.cpp_cvGetFileNode_1449,0
42,persistence.cpp_cvGetHashedKey_1448,0
42,persistence.cpp_cv_isprint_1435,0
42,persistence.cpp_icvEof_1315,0
42,persistence.cpp_strlen_1314,0
42,persistence.cpp_icvGets_1302,0
42,persistence.cpp_cv_isprint_1293,0
42,persistence.cpp_substr_1109,0
42,persistence.cpp_push_back_1109,0
42,persistence.cpp_find_last_of_1107,0
42,persistence.cpp_find_1104,0
42,test_intrin_utils.hpp_v_reinterpret_as_f32_264,0
42,test_intrin_utils.hpp_v_store_264,0
42,copy.cpp_cvSetNew_1270,0
42,test_intrin_utils.hpp_EXPECT_EQ_1021,0
42,datastructs.cpp_CV_NEXT_SEQ_ELEM_3309,0
42,core_c.h_cvReleaseMat_477,0
42,core_c.h_CV_IS_MATND_308,0
42,test_intrin_utils.hpp_get0_1022,0
42,test_intrin_utils.hpp_EXPECT_EQ_1022,0
